semana,neg-1,neg-2,neg-3,neg-4,neg-5,neg-6,neg-7,neg-8,neg-9,neg-10,neg-11,neg-12,neg-13,neg-14,neg-15,neg-16,neg-17,neg-18,neg-19,neg-20,pos-1,pos-2,pos-3,pos-4,pos-5,pos-6,pos-7,pos-8,pos-9,pos-10,pos-11,pos-12,pos-13,pos-14,pos-15,pos-16,pos-17,pos-18,pos-19,pos-20
1986-45,pod judicial,comision investig,corpor local,respons legal,cam aprob,cobertur desemple,transport terrestr,grav situacion,increment rent,cre emple,boletin oficial,medic forens,mod transport,parlament cataluñ,parlamentari incorpor,parlamentari form,parlamentari firm,parlamentari final,parlamentari inform,parlamentari fij,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral desarroll,electoral distint,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral discurs,consej ministr,clausul concienci,polic judicial
1986-47,separ enmiend,ahor mism,ningun maner,manten total,reform segur,simpl sum,ped separ,sistem aument,presupuest general,centr priv,sistem fiscal,oficin coloc,atencion protocolari,ejecut obra,enmiend puntual,obras public,funcion public,particip impuest,hac años,libert enseñ,electoral discurs,electoral dir,electoral dic,electoral diput,enmiend total,banc españ,hac referent,disposicion adicional,activ econom,administr public,tribunal cuent,general tributari,sector priv,ministeri justici,presupuest ministeri,general presupuestari,organ autonom,garc arreci,garc margall,vot emit
1986-48,presupuest definit,tal maner,gast public,financi incondicion,regim local,calid vid,gast personal,television libr,compromis financier,autonom financ,cient cuant,econom europe,patrimoni histor,tod enmiend,tan import,pension sub,sistem libr,asistent sanitari,palaci monclo,ente public,electoral dig,electoral dir,ultim años,autonom local,mism tiemp,recaud public,van dirig,opcion polit,general sanid,rechaz enmiend,enmiend seccion,dictam comision,paus vot,enmiend total,relacion administr,enmiend present,agrup diput,rueg conclu,algun maner,vot emit
1986-49,numer minor,contamin agu,cort valencian,patrimoni histor,polit exterior,medi ambient,ambient adecu,debat comision,parlamentari hab,parlamentari gust,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari firm,parlamentari habl,parlamentari final,parlamentari fin,parlamentari fij,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral depend,electoral dir,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral diput,ñor diput,inici legisl
1986-51,ambit rural,puest manifiest,respect eleccion,proces eleccion,cre mejor,todav hech,numer apart,compromet mism,econom europe,patrimoni histor,comerci exterior,desarroll telefon,nucle habit,sindical garantiz,eleccion sindical,final estatut,compañ telefon,empres segur,servici telefon,comision nacional,electoral ejempl,electoral efect,electoral despues,electoral distint,electoral dud,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral discurs,ñor diput,solucion problem,domini public,general trabaj,comision obrer,patrimoni sindical,vot emit
1986-52,ped separ,pid separ,solicit separ,inversion public,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,abarqu tod,parlamentari fundamental,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dentr,ñor diput,acept enmiend,disposicion adicional,enmiend articul,vot emit
1987-7,proposicion popul,tod enmiend,postur popul,solicit president,empresarial segur,carr combat,administr justici,obras public,empres dich,autor propied,enmiend dirig,part polit,declar reserv,conflict jurisdiccional,miner carbon,resolv problem,plan cuatrienal,simpl infraccion,are rural,valor añad,electoral dificil,electoral dich,electoral dentr,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral discurs,electoral distint,electoral dud,electoral derech,electoral depend,electoral diput,electoral dir,vot emit,list esper,hectometr cubic,paus vot,conflict jurisdiccion,grup parlamentari
1987-9,banc derech,trat prolifer,reprob polit,ceut melill,gast public,circunscripcion electoral,moment actual,culmin proces,alianz popul,polit sanitari,minim interprofesional,situacion econom,hac mal,numer diput,agrup elector,problem intern,situacion nacion,parlamentari fij,parlamentari federal,parlamentari firm,electoral dificil,electoral dich,electoral cre,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral cuestion,paus vot,republ federal,circunscripcion unic,parlament europe,fuerz polit,represent proporcional,pod adquisit,vot emit,rueg conclu,garc tizon
1987-10,enmiend sid,funcion public,pued acept,renov conveni,represent nacional,situacion absurd,medic intern,trat prolifer,departament ministeri,principi constitucional,luch terror,sid rechaz,izquierd unid,parlamentari hag,parlamentari expres,parlamentari explic,parlamentari import,parlamentari exist,parlamentari except,parlamentari impuls,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dentr,ñor diput,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dich,part mocion,vot emit,paus vot,administr public
1987-12,vot separ,quier dec,cuent medi,gust sab,vot tod,boletin oficial,energ electr,junt castill,econom europe,echar campan,mism tribunal,asunt exterior,eleccion europ,entidad local,verdader import,exist part,obras public,ciert maner,ministeri agricultur,final norm,electoral distint,electoral discurs,electoral dir,electoral cuent,electoral cualqui,electoral dij,electoral dig,electoral dificil,electoral dich,electoral cuant,electoral dic,electoral determin,electoral diput,electoral cuestion,pod judicial,empres nacional,plan altern,rent ocup,rueg conclu,paus vot
1987-13,solucion problem,mocion censur,boton hotel,emple banc,ama cas,vid public,ingres merc,voz puebl,terren polit,parlamentari except,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari europe,parlamentari firm,parlamentari estudi,parlamentari excepcion,parlamentari final,parlamentari evident,parlamentari fij,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dej,electoral dificil,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dich,hac viej,polit econom,alianz popul
1987-14,tod breved,present proposicion,acept izquierd,trat problem,present proxim,volunt nacional,part moment,emple juvenil,agricultor ganader,organiz agrari,ministeri econom,administr administr,proposicion present,ahor mism,text altern,preferent comunitari,impuest rent,grup parlamentari,cuerp segur,institu public,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral derech,electoral dig,electoral dij,electoral dich,electoral dic,electoral determin,electoral despues,electoral dificil,ñor diput,patrimoni sindical,profesional agrari,vot emit,sucesion donacion,comit empres,merc trabaj
1987-17,ped separ,conjunt separ,remit cam,celebr debat,asunt exterior,institut nacional,numer bloqu,centr hospitalari,guardi civil,pued ten,increment gast,objet final,enmiend present,organ pod,poblacion reclus,cam respect,vari ocasion,delit incendi,van mand,formacion profesional,electoral electoral,electoral eleccion,electoral elabor,electoral dat,electoral ejempl,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dad,electoral efect,electoral deb,pension viuded,centr penitenciari,izquierd unid,vot emit,solucion problem,paus vot,articul constitu
1987-18,bas articul,gast public,general trafic,fuerz polit,años despues,podr entend,vend empres,tramit proyect,aument cient,cualqui cas,accident muert,grup agrup,pag impuest,period electoral,econom haciend,consej nacional,tribunal cuent,ampli plaz,compañ asegur,comision investig,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral desarroll,electoral diput,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral dij,ñor diput,tribunal constitucional,sentenci tribunal,plan general,segur vial
1987-19,fij fech,trabaj eventual,padr alumn,archipielag canari,fabric cas,problem exist,educ cienci,conoc opinion,cre correspond,econom europe,nuev med,legisl posibl,izquierd unid,acced propied,elabor nuev,tas academ,general carreter,polit exterior,medic españ,agrup independient,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral derech,text altern,part polit
1987-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-21,ultim años,sanid public,podr habl,pas situacion,acept enmiend,gas natural,polit concert,qued mal,econom europe,junt rector,opinion public,falt prevision,tip penal,aprob proposicion,ciert falt,propied intelectual,socied democrat,credit extraordinari,pod hab,consej rector,electoral eleccion,electoral discurs,electoral derech,electoral diput,electoral ejempl,electoral efect,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral dij,incendi forestal,explot servici,aplic reform,aparicion nuev,rang organ,regim monopoli
1987-22,separ articul,disposicion transitori,plaz piens,ped separ,tem nuev,sector public,patrimoni sindical,consider hac,dej clar,aument cient,tan curios,solicit separ,polit concert,defensor puebl,com organiz,tod socied,norm vigent,principi libert,presion fiscal,tribunal cuent,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral determin,ñor diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral diput,enmiend articul,estatut trabaj,gestion indirect,tip interes,servici public,puest trabaj,cualqui cas,vot emit
1987-25,present titul,exact igual,motiv personal,cualqui cas,empres public,defend interes,codig civil,puest escol,vay dirig,sistem fiscal,proclam result,hac años,campañ electoral,inform institut,volumen agu,cuenc taj,eleccion sindical,ejecu presupuest,titul personal,formacion profesional,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral depend,electoral dificil,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral dich,algun form,organ public,resident españ,proposicion popul,vot emit,paus vot
1987-26,percib agricultor,poblacion civil,codig civil,exig respons,cumpl presupuest,deficit public,mal gust,comit olimp,respect proposicion,negat dich,conflict personal,program autov,funcion mal,unid famili,econom europe,gan recurs,aprob constitu,pequeñ median,garc rond,iguald condicion,electoral distint,electoral despues,electoral dir,electoral diput,electoral discurs,electoral dig,electoral dificil,electoral dich,electoral dic,electoral dij,ñor diput,vot emit,organ jurisdiccional,pequeñ empres,empres public,comerci interior,gast public,conjunt administr,cam agrari,paus vot
1987-29,transitori transitori,segur jurid,impuest sucesion,transport terrestr,form proyect,tramit cuant,disip dud,fe public,parlamentari gust,parlamentari grup,parlamentari except,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,ñor diput,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral democrat,electoral dej,electoral contempl,disposicion adicional,vot emit
1987-30,luch terror,menor referent,neg evident,justici interior,comision justici,diput permanent,plen extraordinari,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,abarqu tod,parlamentari fundamental,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral democrat,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dig,ñor diput
1987-38,alianz popul,carreter nacional,hab sid,profesor asoci,oficial general,codig penal,cambi criteri,conveni internacional,presupuest general,administr public,credit extraordinari,contrat segur,segur agrari,firm jef,aspect subjet,nuev modal,gast public,necesari dot,constitu text,parlamentari fuerz,electoral cumpl,electoral eleg,electoral electoral,electoral eleccion,electoral da,electoral elabor,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral ejempl,electoral cuy,especial agricultur,agricultur ganad,ganad pesc,administr justici
1987-39,grup parlamentari,agrup minor,agricultor vend,popul total,sid contradich,organiz profesional,tip planteamient,corpor local,coincid conmig,respect tem,polit econom,funcion public,secretari haciend,sistem fiscal,pod acept,principi legal,capac almacen,presion fiscal,part agricultor,ningun cas,electoral efect,electoral dud,electoral distint,electoral desarroll,electoral dir,ñor diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral diput,sentenci tribunal,izquierd unid,sistem retribut,rustic pecuari,mixt agrup,garc margall
1987-40,grup oposicion,inici nuev,prest servici,pest equin,calid enseñ,tem ocurr,conoc perfect,estatut trabaj,autor funcionari,tant tant,estadist oficial,cient cient,econom europe,investig sociolog,centr investig,institut nacional,sector ovin,parlamentari fin,parlamentari fij,parlamentari except,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral desarroll,ñor diput,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral dir,posit españ,pag ingres,respond realid,garc fonsec
1987-42,med tom,obras public,dentr plan,avion cistern,acept acept,exterior interior,mantien relacion,segur defens,pod ejecut,explos riotint,codig circul,proposicion puest,codig penal,cien cien,relacion diplomat,renunci expres,exig renunci,asunt exterior,conten proposicion,parlamentari estudi,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral depend,ñor diput,vot emit,paus vot,incendi forestal
1987-44,banc españ,polit fiscal,parec convenient,pon limit,gast public,limit absolut,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral democrat,electoral dificil,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dich,ñor diput,crec cient,cesion tribut,polit econom
1987-47,funcionari pension,situacion econom,sig siend,cam sen,hac falt,iglesi catol,realiz obras,impuest direct,cort plaz,aument gast,recurs banc,iva cer,garc rond,servici public,ultim años,propied urban,impuest valor,are metropolitan,congel salari,enjuici civil,electoral dificil,electoral democrat,electoral dic,electoral determin,ñor diput,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,emple public,paus vot,person fisic,via apremi,sector priv,limit deud,previst cient,izquierd unid,garc margall,vot emit
1987-48,articul reglament,quier agradec,grup parlamentari,transform regadi,public television,director general,hac cos,larg duracion,falt apoy,empres priv,enmiend particular,defend argument,despues debat,devolu seccion,podr lleg,exist inconvenient,total acuerd,mejor evolu,general presupuestari,reduccion gast,electoral dir,izquierd unid,tribunal cuent,fiscaliz previ,complej monclo,ministeri justici,gast sanitari,proteccion desemple,presupuest seccion,cualqui cas,garc fonsec,enmiend present,hac referent,letr tesor,rueg conclu,enmiend agrup,crec cient,anunci television,brav lagun,vot emit
1987-50,opinion public,dañ caus,castellan leones,program años,merc unic,parlament papel,legisl medioambiental,cosech perd,cort valencian,grup cam,creacion comision,comision permanent,propi interpel,decision polit,present agrup,articul reglament,dej clar,gal preci,parqu nacional,pod olvid,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral cualqui,codig penal,servici public,paus vot
1987-51,vicepresident guerr,metr altur,altas personal,trat proposicion,enmiend introduc,absolut convenc,coordin administr,dej consider,tom consider,director general,credit extraordinari,quier record,interes general,nivel deport,astrofis canari,proyect import,solucion definit,celebr referendum,provinci guadalaj,seri afect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral depend,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral dig,ñor diput,vot emit,television priv,financi deport,secret oficial,paus vot
1987-52,ambas inclusiv,proteccion civil,articul cient,ped separ,ganader independient,empres somet,part mocion,paquet enmiend,calid enseñ,remit cam,econom europe,result dificil,cre import,realid econom,cient quinc,parlamentari exist,parlamentari except,abarqu tod,parlamentari evident,parlamentari explic,electoral dificil,electoral dud,electoral dir,electoral efect,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral ejempl,electoral dich,electoral discurs,enseñ medi,text refund,television priv,disposicion adicional,bas impon,ampliacion plantill,enmiend articul,siderurgi integral,vot emit
1988-6,director general,obras public,cuartel general,secretari econom,limit plaz,incendi forestal,comision permanent,acces profesion,legisl fiscal,derech constitucional,superior deport,cuerp jurid,consej superior,guine ecuatorial,auditor cuent,medi ambient,parlamentari fuerz,parlamentari hab,parlamentari gust,parlamentari fij,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral ello,ñor diput,garc margall
1988-7,econom europe,justici españ,pod hab,cifr public,deficit explot,reform agrari,emision television,administr public,plan estrateg,absolut ningun,quier dej,servici transfer,ministeri justici,pod vers,dej constanci,perfeccion tecnic,credit extraordinari,ir delant,via satelit,presupuest general,electoral distint,electoral discurs,electoral dir,electoral diput,electoral depend,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,administr justici,libert religi,cornis cantabr,polit transport,tribunal constitucional,transport ferroviari,elabor calendari
1988-8,cre sid,insegur ciudadan,reform estatut,banc derech,remit cam,estatut autonom,agricultur gran,separ apart,separ numer,gast public,dificil encontr,articul constitu,puest trabaj,comision investig,medi financier,form mod,supon cient,list esper,vuelv repet,parlamentari fij,electoral cuant,eleccion tras,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral dir,eleccion van,polit desarroll,hac referent,propuest agrup,garc tizon,vot emit,paus vot,mism tiemp,rueg conclu
1988-10,hac falt,enseñ universitari,aprob cam,trafic consum,ahor mism,concept indetermin,presion tributari,escuch telefon,derech propied,pequeñ delit,opinion public,jurisdiccion milit,administr justici,insegur ciudadan,represent minor,consej univers,reform universitari,articul text,ejecu presupuest,tribunal cuent,electoral elabor,electoral discurs,electoral dir,electoral derech,electoral diput,electoral efect,electoral dij,electoral dificil,electoral dich,electoral dic,electoral eleccion,electoral determin,electoral despues,electoral desarroll,electoral dig,electoral ejempl,fuerz armad,domini public,exposicion motiv,proyect organ
1988-11,actual articul,presupuest general,qued ningun,previst cient,director provincial,acuerd pesquer,grup band,formacion polit,escuch telefon,razon quier,present enmiend,nadi gan,eleccion sindical,text proyect,comision obrer,sab com,sent negoci,huelg profesor,parraf mocion,delit prevar,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral determin,electoral distint,electoral dud,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral discurs,ñor diput,herri batasun,intervencion judicial,var med,autop autov
1988-12,impuest rent,polit presupuestari,cre deb,definit instal,sector public,apoy proposicion,parlament dij,instal españ,qued atras,proposicion minor,comision industri,necesari coordin,reform fiscal,cre emple,parlamentari fij,parlamentari fin,parlamentari federal,parlamentari expres,parlamentari final,parlamentari explic,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral desarroll,ñor diput,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,parlament cataluñ,tribunal constitucional,empres public,polit econom,gast corrient,desarroll constitucional
1988-15,product hortofruticol,present declar,debat cre,servici public,gran debat,grup oposicion,polit general,dispuest acept,adapt ancho,histor artist,interes sector,situacion sector,general trafic,calid enseñ,direccion general,impuest direct,hag hag,polit econom,product marroqu,reabr debat,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral depend,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,ñor diput,gast corrient,television priv
1988-16,present tod,administr justici,reflexion polit,huelg negoci,conclusion sac,cient produccion,adopt resolv,vendaval antidemocrat,zon sur,hac años,reconversion varietal,segur escol,avion oficial,men capac,rendimient trabaj,econom europe,result benefici,funcion public,cens poblacion,situacion critic,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral dig,ñor diput,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral ejempl,ultim años,palaci villaherm,comision mixt,oblig declar,cualqui cas,enmiend total,administr public
1988-17,kilometr hor,ministeri conscient,podr extend,aprendiz bruj,debat nacion,merc capital,ministeri educ,comision investig,retir total,madr valenci,remit cam,tan import,plan nacional,preci inferior,text ofrec,altos carg,hac años,ejercit air,trat brusel,pesc aliment,electoral desarroll,electoral diput,electoral dij,electoral dud,electoral dig,electoral dich,electoral ejempl,electoral elabor,electoral dic,electoral eleccion,electoral determin,electoral dificil,electoral efect,ultim instanci,paus vot,rueg conclu,entidad credit,altos horn,opinion public,vot emit
1988-19,contenci administr,public maritim,pequeñ median,part propon,proposicion mixt,carnet ident,organiz terror,situacion lament,trat brusel,plen funcion,relacion cort,recib ningun,gast public,refier deb,pag impuest,tribunal suprem,ministeri econom,ocurr madr,parlamentari final,parlamentari fin,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral defend,electoral dic,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral democrat,electoral determin,vot emit,domini public,interes nominal,paus vot,person fisic,secret haciend
1988-20,algun moment,volunt polit,ministeri defens,conten part,econom haciend,general trafic,numer articul,empres nacional,ultim dich,dig dig,pon manifiest,utiliz medi,derech adquir,canon vert,metr cubic,sector public,tan import,polit emple,precept vincul,inform precept,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral depend,electoral diput,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral dij,ñor diput,paus vot
1988-22,contradich argument,declar secret,hac pens,segun inform,cas posit,tribunal constitucional,numer articul,situacion violenci,dej pas,proteccion oficial,noviembr diciembr,reglament sanitari,firm conveni,present proposicion,fuerz armad,hac referent,consum drog,solicit suspension,contrat public,servici milit,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral desarroll,electoral dir,electoral discurs,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral diput,frut sec,cient dic,tabac alcohol,exposicion motiv,vot emit
1988-23,carrer diplomat,van ver,aument gast,sierr nev,estadist segur,tem fiscal,tip interes,transport turism,laboral funcion,compañ telefon,apoy reivind,empiec habl,public universitari,letr pequeñ,mocion tal,oposicion dic,cre ministeri,med legisl,product petrolifer,parec correct,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral desarroll,electoral discurs,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral dir,ñor diput,trabaj autonom,crec cient,presion fiscal
1988-24,fuerz armad,mism maner,seri problem,apoy proposicion,efect anunci,deb sab,puest manifiest,gast public,problem liquidez,articul constitu,prevision presupuestari,obras public,sistem financier,podr hab,inici legisl,general carreter,econom europe,impuest rent,pued grav,parlamentari federal,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral democrat,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dig,ñor diput,consumidor usuari
1988-25,hech alusion,proposicion text,grup parlamentari,sid gestion,democraci cristian,izquierd unid,trafic influenci,director general,miembr comision,error polit,rest legislatur,popul pid,gobern civil,lueg recib,alto carg,codig penal,sistem financier,embrion fet,regul incompatibil,organiz consumidor,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dej,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,ñor diput,parlament europe,plan viabil,vid public,altos carg,bloqu normat
1988-26,uso polit,servici corre,autoriz nuev,integr europe,da sensacion,director general,segur vial,text inform,econom europe,merc unic,zon territori,polit econom,activ empresarial,centr universitari,deb ten,program autov,polit natural,democraci cristian,numer punt,cien cien,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral determin,electoral efect,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dud,defensor puebl,punt negr,acta unic,increment demand
1988-29,pid explic,cont apoy,problem prioritari,obras public,are servici,debat total,gast public,proyect direct,financier europe,borrador proyect,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari firm,parlamentari form,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral dentr,electoral diput,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dij,ñor diput
1988-38,cuand piens,simplement quier,corpor local,diput cam,trat cuestion,dimit nadi,servici funcion,secretari general,particip ingres,hech prob,consej econom,qued redact,grup oposicion,obras public,ejercici derech,obras arte,redact form,histor artist,polit quier,plen cam,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral cort,ñor diput,servici public
1988-39,articul reglament,hech lleg,parec cort,funcion servici,ministeri justici,incent fiscal,ministeri sanid,respons polit,tan import,da circunst,tem tan,ampli consensu,legisl ampli,ultim instanci,minim respons,conten interpel,parlamentari fin,parlamentari exist,parlamentari fij,parlamentari federal,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dentr,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dig,conciert econom,pod judicial
1988-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-42,titul articul,razon fond,fiest nacional,infraccion grav,suficient justific,juici merec,franci españ,acab entend,general ejercit,libr design,ciert mod,bec ayud,sector public,campañ publicitari,practic deport,dig sincer,problem educ,comision investig,relacion laboral,reproduccion asist,electoral discurs,electoral dir,electoral derech,electoral dij,electoral dig,electoral dificil,electoral dich,electoral elabor,electoral eleccion,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral dud,electoral efect,cort general,television public,ejercit air,sistem educ,vot emit
1988-43,funcionari pension,balanz corrient,sistem tributari,cre puest,sector public,puest trabaj,pod adquisit,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,abarqu tod,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dej,ñor diput,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral democrat,electoral dic,product interior,gast public,pod compr
1988-45,opinion public,vari dias,precedent cam,funcionari polic,oblig ejecut,funcionari pension,derech subjet,confianz polit,cre acert,retir proyect,guerr civil,autonom vasc,proposicion oblig,cambi ancho,puest prevision,propi ministeri,indic inflacion,educ fisic,articul establec,articul constitu,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral depend,electoral dij,electoral diput,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,proces penal,pod judicial,transport ferroviari,agrup diput,brav lagun
